comparison,ranking_basis,rank,reference_value,compared_value,comparison_delta_abs,comparison_delta_pct,category,scope,hazard,scenario,service,class_key,component,metric,unit,label,full_value,sample_v1_value,sample_v2_value,delta_abs,delta_pct,v2_delta_abs,v2_delta_pct,v2_vs_v1_delta_abs,v2_vs_v1_delta_pct,missing_in
v2_vs_v1,abs,39,410566723.47,413589973.81,3023250.339999974,0.7363602959461184,network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,eau_aep,,indirect_damage_eur,eur,Eau AEP,414411063.39,410566723.47,413589973.81,-3844339.919999957,-0.9276634384594288,-821089.5799999833,-0.19813408775413419,3023250.339999974,0.7363602959461184,
v2_vs_v1,abs,40,244518343.29,241593290.57,-2925052.719999999,-1.196250833636179,scenario_component_damage,scientific_graph_inputs.state_damage_tables.damage_components_eur,storm_cmcc,rp100,,eau_aep,wind,damage_component_eur,eur,Eau AEP,247482684.84,244518343.29,241593290.57,-2964341.550000012,-1.1977975557831402,-5889394.270000011,-2.3797197261729894,-2925052.719999999,-1.196250833636179,
v2_vs_v1,abs,41,34179031.67,31411374.03,-2767657.6400000006,-8.097530868404501,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp50,,eau_aep,,direct_damage_eur,eur,Eau AEP,31003914.31,34179031.67,31411374.03,3175117.360000003,10.241020950622035,407459.72000000253,1.314220249501143,-2767657.6400000006,-8.097530868404501,
v2_vs_v1,abs,42,185862980.04,183104128.67,-2758851.370000005,-1.484346893290028,portfolio,portfolio_results,storm_cmcc,all,,,,pml_10_eur,eur,,180723795.45,185862980.04,183104128.67,5139184.590000004,2.843667917223351,2380333.219999999,1.3171111275485328,-2758851.370000005,-1.484346893290028,
v2_vs_v1,abs,43,185862980.04,183104128.67,-2758851.370000005,-1.484346893290028,scenario_summary,scientific_web_summary.portfolio_summary,storm_cmcc,all,,,,rp10_eur,eur,,180723795.45,185862980.04,183104128.67,5139184.590000004,2.843667917223351,2380333.219999999,1.3171111275485328,-2758851.370000005,-1.484346893290028,
v2_vs_v1,abs,44,36878646.26,34168459.5,-2710186.759999998,-7.348932335782539,network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,eau_aep,,direct_damage_eur,eur,Eau AEP,33847592.68,36878646.26,34168459.5,3031053.579999998,8.955004891059797,320866.8200000003,0.9479753051672575,-2710186.759999998,-7.348932335782539,
v2_vs_v1,abs,45,186151635.87,188860049.95,2708414.0799999833,1.4549504587171176,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp50,,eau_aep,,blocking_ouvrage_eur,eur,Eau AEP,200082287.55,186151635.87,188860049.95,-13930651.680000007,-6.962461220620929,-11222237.600000024,-5.608811123371236,2708414.0799999833,1.4549504587171176,
v2_vs_v1,abs,46,186151635.87,188860049.95,2708414.0799999833,1.4549504587171176,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp50,,eau_aep,,indirect_damage_eur,eur,Eau AEP,200082287.55,186151635.87,188860049.95,-13930651.680000007,-6.962461220620929,-11222237.600000024,-5.608811123371236,2708414.0799999833,1.4549504587171176,
v2_vs_v1,abs,47,413273983.47,410681163.08,-2592820.3900000453,-0.6273853408892991,scenario_component_damage,scientific_graph_inputs.state_damage_tables.damage_components_eur,storm_cmcc,rp1000,,eau_aep,wind,damage_component_eur,eur,Eau AEP,421381156.5,413273983.47,410681163.08,-8107173.029999971,-1.9239524371090313,-10699993.420000017,-2.539267182442226,-2592820.3900000453,-0.6273853408892991,
v2_vs_v1,abs,48,31755981.72,34068001.97,2312020.25,7.2805818770952495,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp50,,elec_bt_aerien,,damage_eur,eur,Elec BT aerien,37228889.94,31755981.72,34068001.97,-5472908.219999999,-14.700702139710373,-3160887.969999999,-8.490416918404629,2312020.25,7.2805818770952495,
v2_vs_v1,abs,49,31755981.72,34068001.97,2312020.25,7.2805818770952495,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp50,,elec_bt_aerien,,direct_damage_eur,eur,Elec BT aerien,37228889.94,31755981.72,34068001.97,-5472908.219999999,-14.700702139710373,-3160887.969999999,-8.490416918404629,2312020.25,7.2805818770952495,
v2_vs_v1,abs,50,31755981.72,34068001.97,2312020.25,7.2805818770952495,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp50,,elec_bt_aerien,,total_damage_eur,eur,Elec BT aerien,37228889.94,31755981.72,34068001.97,-5472908.219999999,-14.700702139710373,-3160887.969999999,-8.490416918404629,2312020.25,7.2805818770952495,
v2_vs_v1,pct,1,3.0,2.0,-1.0,-33.33333333333333,network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp100,eau_eu,,,S1,count,,3.0,3.0,2.0,0.0,0.0,-1.0,-33.33333333333333,-1.0,-33.33333333333333,
v2_vs_v1,pct,2,191329.0,154227.0,-37102.0,-19.39172838409232,population,scientific_graph_inputs.social_impact_by_scenario,storm_cmcc,rp100,,,,total_with_degraded_eau_eu,people,,191329.0,191329.0,154227.0,0.0,0.0,-37102.0,-19.39172838409232,-37102.0,-19.39172838409232,
v2_vs_v1,pct,3,191329.0,154227.0,-37102.0,-19.39172838409232,population_state_count,scientific_graph_inputs.social_impact_by_scenario.state_breakdown,storm_cmcc,rp100,eau_eu,,,population_S1,people,,191329.0,191329.0,154227.0,0.0,0.0,-37102.0,-19.39172838409232,-37102.0,-19.39172838409232,
v2_vs_v1,pct,4,217273.0,254375.0,37102.0,17.0762128750466,population_state_count,scientific_graph_inputs.social_impact_by_scenario.state_breakdown,storm_cmcc,rp100,eau_eu,,,population_S0,people,,217273.0,217273.0,254375.0,0.0,0.0,37102.0,17.0762128750466,37102.0,17.0762128750466,
v2_vs_v1,pct,5,13404424.85,11638686.55,-1765738.2999999989,-13.172801666309459,portfolio_component,portfolio_results.components_direct_eai_eur,storm,all,,,rain,direct_eai_component_eur,eur,,11174818.03,13404424.85,11638686.55,2229606.8200000003,19.95206377423222,463868.5200000014,4.151016318607574,-1765738.2999999989,-13.172801666309459,
v2_vs_v1,pct,6,1133004.36,1271420.45,138416.08999999985,12.216730569333365,scenario_component_damage,scientific_graph_inputs.state_damage_tables.damage_components_eur,storm,rp100,,elec_hta_aerien,wind,damage_component_eur,eur,Elec HTA aerien,1442867.1,1133004.36,1271420.45,-309862.74,-21.475487243419714,-171446.65000000014,-11.882359089066494,138416.08999999985,12.216730569333365,
v2_vs_v1,pct,7,1277678.77,1426507.39,148828.61999999988,11.64835978295232,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp100,,elec_hta_aerien,,damage_eur,eur,Elec HTA aerien,1570091.26,1277678.77,1426507.39,-292412.49,-18.623916803409248,-143583.8700000001,-9.14493785539575,148828.61999999988,11.64835978295232,
v2_vs_v1,pct,8,1277678.77,1426507.39,148828.61999999988,11.64835978295232,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp100,,elec_hta_aerien,,direct_damage_eur,eur,Elec HTA aerien,1570091.26,1277678.77,1426507.39,-292412.49,-18.623916803409248,-143583.8700000001,-9.14493785539575,148828.61999999988,11.64835978295232,
v2_vs_v1,pct,9,1277678.77,1426507.39,148828.61999999988,11.64835978295232,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp100,,elec_hta_aerien,,total_damage_eur,eur,Elec HTA aerien,1570091.26,1277678.77,1426507.39,-292412.49,-18.623916803409248,-143583.8700000001,-9.14493785539575,148828.61999999988,11.64835978295232,
v2_vs_v1,pct,10,62355358.41,55368689.57,-6986668.839999996,-11.204600563853926,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp1000,,eau_aep,,direct_damage_eur,eur,Eau AEP,52145075.81,62355358.41,55368689.57,10210282.599999994,19.58053074311945,3223613.759999998,6.182009921216371,-6986668.839999996,-11.204600563853926,
v2_vs_v1,pct,11,11922358.25,10611403.91,-1310954.3399999999,-10.995763694653277,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp10,,eau_aep,,direct_damage_eur,eur,Eau AEP,10445458.86,11922358.25,10611403.91,1476899.3900000006,14.139152810755512,165945.05000000075,1.5886812846056315,-1310954.3399999999,-10.995763694653277,
v2_vs_v1,pct,12,13306710.71,11879840.01,-1426870.7000000011,-10.72294071086784,portfolio_component,portfolio_results.components_direct_eai_eur,storm_cmcc,all,,,rain,direct_eai_component_eur,eur,,11588008.73,13306710.71,11879840.01,1718701.9800000004,14.831728384450402,291831.27999999933,2.5183902325209875,-1426870.7000000011,-10.72294071086784,
v2_vs_v1,pct,13,21835259.97,19529443.75,-2305816.219999999,-10.560058470419023,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp1000,,eau_eu,,direct_damage_eur,eur,Eau EU,16586457.35,21835259.97,19529443.75,5248802.619999999,31.645109677383875,2942986.4000000004,17.743309122004888,-2305816.219999999,-10.560058470419023,
v2_vs_v1,pct,14,10162953.61,9107033.82,-1055919.789999999,-10.389890877402118,network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp10,,eau_aep,,direct_damage_eur,eur,Eau AEP,9712707.23,10162953.61,9107033.82,450246.37999999896,4.635642456197035,-605673.4100000001,-6.235886613870479,-1055919.789999999,-10.389890877402118,
v2_vs_v1,pct,15,4174906.51,3742815.98,-432090.5299999998,-10.349705531489848,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp10,,eau_eu,,direct_damage_eur,eur,Eau EU,3322521.93,4174906.51,3742815.98,852384.5799999996,25.654746543689466,420294.0499999998,12.649850290077689,-432090.5299999998,-10.349705531489848,
v2_vs_v1,pct,16,51594119.24,46303360.51,-5290758.730000004,-10.254577087340165,network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp100,,eau_aep,,direct_damage_eur,eur,Eau AEP,48917831.17,51594119.24,46303360.51,2676288.0700000003,5.470986766971174,-2614470.660000004,-5.3446168758262305,-5290758.730000004,-10.254577087340165,
v2_vs_v1,pct,17,3557087.19,3211042.87,-346044.31999999983,-9.728305816422786,network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp10,,eau_eu,,direct_damage_eur,eur,Eau EU,3090105.19,3557087.19,3211042.87,466982.0,15.112171634519667,120937.68000000017,3.9137075459881085,-346044.31999999983,-9.728305816422786,
v2_vs_v1,pct,18,18058212.94,16326070.44,-1732142.5000000019,-9.591992882990125,network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp100,,eau_eu,,direct_damage_eur,eur,Eau EU,15563245.2,18058212.94,16326070.44,2494967.740000002,16.031153579717436,762825.2400000002,4.901453586299599,-1732142.5000000019,-9.591992882990125,
v2_vs_v1,pct,19,40353771.88,44100002.57,3746230.6899999976,9.283470950720945,scenario_component_damage,scientific_graph_inputs.state_damage_tables.damage_components_eur,storm,rp100,,elec_bt_aerien,wind,damage_component_eur,eur,Elec BT aerien,50422142.63,40353771.88,44100002.57,-10068370.75,-19.968153324784645,-6322140.060000002,-12.538420087365498,3746230.6899999976,9.283470950720945,
v2_vs_v1,pct,20,45506583.63,49479288.62,3972704.9899999946,8.729956575736015,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp100,,elec_bt_aerien,,damage_eur,eur,Elec BT aerien,54868092.36,45506583.63,49479288.62,-9361508.729999997,-17.06184473952066,-5388803.740000002,-9.821379800564296,3972704.9899999946,8.729956575736015,
v2_vs_v1,pct,21,45506583.63,49479288.62,3972704.9899999946,8.729956575736015,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp100,,elec_bt_aerien,,direct_damage_eur,eur,Elec BT aerien,54868092.36,45506583.63,49479288.62,-9361508.729999997,-17.06184473952066,-5388803.740000002,-9.821379800564296,3972704.9899999946,8.729956575736015,
v2_vs_v1,pct,22,45506583.63,49479288.62,3972704.9899999946,8.729956575736015,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp100,,elec_bt_aerien,,total_damage_eur,eur,Elec BT aerien,54868092.36,45506583.63,49479288.62,-9361508.729999997,-17.06184473952066,-5388803.740000002,-9.821379800564296,3972704.9899999946,8.729956575736015,
v2_vs_v1,pct,23,1328152.94,1441558.65,113405.70999999996,8.538603242485008,scenario_component_damage,scientific_graph_inputs.state_damage_tables.damage_components_eur,storm,rp100,,elec_bt_aerien,surge,damage_component_eur,eur,Elec BT aerien,5.06,1328152.94,1441558.65,1328147.88,26247981.818181816,1441553.5899999999,28489201.383399207,113405.70999999996,8.538603242485008,
v2_vs_v1,pct,24,34179031.67,31411374.03,-2767657.6400000006,-8.097530868404501,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp50,,eau_aep,,direct_damage_eur,eur,Eau AEP,31003914.31,34179031.67,31411374.03,3175117.360000003,10.241020950622035,407459.72000000253,1.314220249501143,-2767657.6400000006,-8.097530868404501,
v2_vs_v1,pct,25,28197659.98,30390523.76,2192863.780000001,7.776758006002458,scenario_component_damage,scientific_graph_inputs.state_damage_tables.damage_components_eur,storm,rp50,,elec_bt_aerien,wind,damage_component_eur,eur,Elec BT aerien,34215019.17,28197659.98,30390523.76,-6017359.190000001,-17.586894106656146,-3824495.41,-11.177826296100246,2192863.780000001,7.776758006002458,
v2_vs_v1,pct,26,11968627.25,11079306.14,-889321.1099999994,-7.4304353492168405,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp50,,eau_eu,,direct_damage_eur,eur,Eau EU,9861815.23,11968627.25,11079306.14,2106812.0199999996,21.363328868614378,1217490.9100000001,12.34550517937457,-889321.1099999994,-7.4304353492168405,
v2_vs_v1,pct,27,62818652.21,58155179.56,-4663472.6499999985,-7.423706949983922,network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,eau_aep,,direct_damage_eur,eur,Eau AEP,53952154.68,62818652.21,58155179.56,8866497.530000001,16.43400079679635,4203024.880000003,7.790281787500248,-4663472.6499999985,-7.423706949983922,
v2_vs_v1,pct,28,36878646.26,34168459.5,-2710186.759999998,-7.348932335782539,network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,eau_aep,,direct_damage_eur,eur,Eau AEP,33847592.68,36878646.26,34168459.5,3031053.579999998,8.955004891059797,320866.8200000003,0.9479753051672575,-2710186.759999998,-7.348932335782539,
v2_vs_v1,pct,29,31755981.72,34068001.97,2312020.25,7.2805818770952495,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp50,,elec_bt_aerien,,damage_eur,eur,Elec BT aerien,37228889.94,31755981.72,34068001.97,-5472908.219999999,-14.700702139710373,-3160887.969999999,-8.490416918404629,2312020.25,7.2805818770952495,
v2_vs_v1,pct,30,31755981.72,34068001.97,2312020.25,7.2805818770952495,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp50,,elec_bt_aerien,,direct_damage_eur,eur,Elec BT aerien,37228889.94,31755981.72,34068001.97,-5472908.219999999,-14.700702139710373,-3160887.969999999,-8.490416918404629,2312020.25,7.2805818770952495,
v2_vs_v1,pct,31,31755981.72,34068001.97,2312020.25,7.2805818770952495,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp50,,elec_bt_aerien,,total_damage_eur,eur,Elec BT aerien,37228889.94,31755981.72,34068001.97,-5472908.219999999,-14.700702139710373,-3160887.969999999,-8.490416918404629,2312020.25,7.2805818770952495,
v2_vs_v1,pct,32,48978834.2,45620886.23,-3357947.9700000063,-6.855916488922895,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp100,,eau_aep,,direct_damage_eur,eur,Eau AEP,45693697.47,48978834.2,45620886.23,3285136.730000004,7.189474505005525,-72811.24000000209,-0.15934635197295205,-3357947.9700000063,-6.855916488922895,
v2_vs_v1,pct,33,21986858.48,20504895.27,-1481963.210000001,-6.740222625929236,network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,eau_eu,,direct_damage_eur,eur,Eau EU,17164919.06,21986858.48,20504895.27,4821939.420000002,28.091827308622346,3339976.210000001,19.458152982400378,-1481963.210000001,-6.740222625929236,
v2_vs_v1,pct,34,12907720.05,12047433.93,-860286.120000001,-6.6648960208894605,network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,eau_eu,,direct_damage_eur,eur,Eau EU,10768637.36,12907720.05,12047433.93,2139082.6900000013,19.864005244949592,1278796.5700000003,11.875193928900215,-860286.120000001,-6.6648960208894605,
v2_vs_v1,pct,35,20879745.15,19515437.59,-1364307.5599999987,-6.534119790250403,scenario_component_damage,scientific_graph_inputs.state_damage_tables.damage_components_eur,storm_cmcc,rp100,,eau_aep,rain,damage_component_eur,eur,Eau AEP,20345309.56,20879745.15,19515437.59,534435.5899999999,2.626824568207749,-829871.9699999988,-4.078935086009077,-1364307.5599999987,-6.534119790250403,
v2_vs_v1,pct,36,1387749.7,1478062.38,90312.67999999993,6.50785080335452,scenario_component_damage,scientific_graph_inputs.state_damage_tables.damage_components_eur,storm,rp1000,,elec_hta_aerien,wind,damage_component_eur,eur,Elec HTA aerien,1573141.75,1387749.7,1478062.38,-185392.05000000005,-11.784828035998666,-95079.37000000011,-6.043916258658834,90312.67999999993,6.50785080335452,
v2_vs_v1,pct,37,1626623.39,1731308.87,104685.48000000021,6.43575400695549,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp1000,,elec_hta_aerien,,damage_eur,eur,Elec HTA aerien,1791768.5,1626623.39,1731308.87,-165145.1100000001,-9.216877626769312,-60459.62999999989,-3.3742991909948126,104685.48000000021,6.43575400695549,
v2_vs_v1,pct,38,1626623.39,1731308.87,104685.48000000021,6.43575400695549,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp1000,,elec_hta_aerien,,direct_damage_eur,eur,Elec HTA aerien,1791768.5,1626623.39,1731308.87,-165145.1100000001,-9.216877626769312,-60459.62999999989,-3.3742991909948126,104685.48000000021,6.43575400695549,
v2_vs_v1,pct,39,1626623.39,1731308.87,104685.48000000021,6.43575400695549,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp1000,,elec_hta_aerien,,total_damage_eur,eur,Elec HTA aerien,1791768.5,1626623.39,1731308.87,-165145.1100000001,-9.216877626769312,-60459.62999999989,-3.3742991909948126,104685.48000000021,6.43575400695549,
v2_vs_v1,pct,40,10188345.16,9539461.59,-648883.5700000003,-6.368880910587449,scenario_component_damage,scientific_graph_inputs.state_damage_tables.damage_components_eur,storm_cmcc,rp100,,eau_eu,rain,damage_component_eur,eur,Eau EU,7086862.41,10188345.16,9539461.59,3101482.75,43.7638346925378,2452599.1799999997,34.607687268476255,-648883.5700000003,-6.368880910587449,
v2_vs_v1,pct,41,17151141.54,16091233.84,-1059907.6999999993,-6.179808484047991,network_damage,scientific_graph_inputs.state_damage_tables,storm,rp100,,eau_eu,,direct_damage_eur,eur,Eau EU,14534384.17,17151141.54,16091233.84,2616757.369999999,18.00390948383745,1556849.67,10.711493874046953,-1059907.6999999993,-6.179808484047991,
v2_vs_v1,pct,42,42.344,44.904,2.5600000000000023,6.045720763272251,network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp100,,eau_eu,,state_pct_S3,pct,Eau EU,0.0,42.344,44.904,42.344,,44.904,,2.5600000000000023,6.045720763272251,
v2_vs_v1,pct,43,17.0,18.0,1.0,5.88235294117647,network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp50,eau_aep,,,S1,count,,18.0,17.0,18.0,-1.0,-5.555555555555555,0.0,0.0,1.0,5.88235294117647,
v2_vs_v1,pct,44,5758251.47,6094539.71,336288.2400000002,5.8401103486367925,scenario_component_damage,scientific_graph_inputs.state_damage_tables.damage_components_eur,storm_cmcc,rp1000,,elec_bt_aerien,rain,damage_component_eur,eur,Elec BT aerien,6225157.81,5758251.47,6094539.71,-466906.33999999985,-7.500313313342331,-130618.09999999963,-2.098229538698227,336288.2400000002,5.8401103486367925,
v2_vs_v1,pct,45,22697061.16,21533590.33,-1163470.830000002,-5.126085803788714,scenario_component_damage,scientific_graph_inputs.state_damage_tables.damage_components_eur,storm,rp100,,eau_aep,rain,damage_component_eur,eur,Eau AEP,21440462.88,22697061.16,21533590.33,1256598.2800000012,5.86087290667673,93127.44999999925,0.4343537288407612,-1163470.830000002,-5.126085803788714,
v2_vs_v1,pct,46,3655023.81,3476038.83,-178984.97999999998,-4.896957976314797,scenario_component_damage,scientific_graph_inputs.state_damage_tables.damage_components_eur,storm_cmcc,rp100,,elec_bt_aerien,rain,damage_component_eur,eur,Elec BT aerien,4274329.98,3655023.81,3476038.83,-619306.1700000004,-14.4889648880127,-798291.1500000004,-18.67640434255851,-178984.97999999998,-4.896957976314797,
v2_vs_v1,pct,47,18222051.99,17350246.86,-871805.129999999,-4.7843411404952265,scenario_component_damage,scientific_graph_inputs.state_damage_tables.damage_components_eur,storm,rp50,,eau_aep,rain,damage_component_eur,eur,Eau AEP,18707592.79,18222051.99,17350246.86,-485540.80000000075,-2.5954210434788965,-1357345.9299999997,-7.255588387221891,-871805.129999999,-4.7843411404952265,
v2_vs_v1,pct,48,45320882.36,43187433.81,-2133448.549999997,-4.707429420842364,portfolio_component,portfolio_results.components_direct_percentile_99_loss_eur,storm_cmcc,all,,,rain,p99_component_loss_eur,eur,,44455437.49,45320882.36,43187433.81,865444.8699999973,1.946769436685162,-1268003.6799999997,-2.8523027813756863,-2133448.549999997,-4.707429420842364,
v2_vs_v1,pct,49,2085683.81,1987944.06,-97739.75,-4.686220870650571,portfolio_component,portfolio_results.components_direct_eai_eur,storm,all,,,surge,direct_eai_component_eur,eur,,193.41,2085683.81,1987944.06,2085490.4000000001,1078274.339486066,1987750.6500000001,1027739.3361253296,-97739.75,-4.686220870650571,
v2_vs_v1,pct,50,55.711,53.151,-2.559999999999995,-4.59514279047225,network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp100,,eau_eu,,state_pct_S2,pct,Eau EU,98.047,55.711,53.151,-42.336,-43.1792915642498,-44.895999999999994,-45.79028425143043,-2.559999999999995,-4.59514279047225,
