category,scope,hazard,scenario,service,class_key,component,metric,unit,label,full_value,sample_v1_value,sample_v2_value,delta_abs,delta_pct,v2_delta_abs,v2_delta_pct,v2_vs_v1_delta_abs,v2_vs_v1_delta_pct,missing_in
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp100,eau_eu,,,S0,count,,196.0,196.0,195.0,0.0,0.0,-1.0,-0.5102040816326531,-1.0,-0.5102040816326531,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp100,eau_eu,,,S1,count,,74.0,74.0,75.0,0.0,0.0,1.0,1.3513513513513513,1.0,1.3513513513513513,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp100,eau_eu,,,S2,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp100,eau_eu,,,S3,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp100,eau_eu,,,total_units,count,,270.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp100,elec,,,S0,count,,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp100,elec,,,S1,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp100,elec,,,S2,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp100,elec,,,S3,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp100,elec,,,total_units,count,,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp1000,eau_aep,,,S0,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp1000,eau_aep,,,S1,count,,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp1000,eau_aep,,,S2,count,,177.0,177.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp1000,eau_aep,,,S3,count,,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp1000,eau_aep,,,total_units,count,,199.0,199.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp1000,eau_eu,,,S0,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp1000,eau_eu,,,S1,count,,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp1000,eau_eu,,,S2,count,,203.0,203.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp1000,eau_eu,,,S3,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp1000,eau_eu,,,total_units,count,,270.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp1000,elec,,,S0,count,,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp1000,elec,,,S1,count,,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp1000,elec,,,S2,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp1000,elec,,,S3,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp1000,elec,,,total_units,count,,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp50,eau_aep,,,S0,count,,116.0,117.0,116.0,1.0,0.8620689655172413,0.0,0.0,-1.0,-0.8547008547008548,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp50,eau_aep,,,S1,count,,18.0,17.0,18.0,-1.0,-5.555555555555555,0.0,0.0,1.0,5.88235294117647,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp50,eau_aep,,,S2,count,,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp50,eau_aep,,,S3,count,,57.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp50,eau_aep,,,total_units,count,,199.0,199.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp50,eau_eu,,,S0,count,,155.0,155.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp50,eau_eu,,,S1,count,,115.0,115.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp50,eau_eu,,,S2,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp50,eau_eu,,,S3,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp50,eau_eu,,,total_units,count,,270.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp50,elec,,,S0,count,,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp50,elec,,,S1,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp50,elec,,,S2,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp50,elec,,,S3,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm,rp50,elec,,,total_units,count,,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp10,eau_aep,,,S0,count,,138.0,137.0,138.0,-1.0,-0.7246376811594203,0.0,0.0,1.0,0.7299270072992701,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp10,eau_aep,,,S1,count,,61.0,62.0,61.0,1.0,1.639344262295082,0.0,0.0,-1.0,-1.6129032258064515,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp10,eau_aep,,,S2,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp10,eau_aep,,,S3,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp10,eau_aep,,,total_units,count,,199.0,199.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp10,eau_eu,,,S0,count,,158.0,158.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp10,eau_eu,,,S1,count,,112.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp10,eau_eu,,,S2,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp10,eau_eu,,,S3,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp10,eau_eu,,,total_units,count,,270.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp10,elec,,,S0,count,,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp10,elec,,,S1,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp10,elec,,,S2,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp10,elec,,,S3,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp10,elec,,,total_units,count,,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp100,eau_aep,,,S0,count,,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp100,eau_aep,,,S1,count,,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp100,eau_aep,,,S2,count,,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp100,eau_aep,,,S3,count,,61.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp100,eau_aep,,,total_units,count,,199.0,199.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp100,eau_eu,,,S0,count,,267.0,267.0,268.0,0.0,0.0,1.0,0.37453183520599254,1.0,0.37453183520599254,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp100,eau_eu,,,S1,count,,3.0,3.0,2.0,0.0,0.0,-1.0,-33.33333333333333,-1.0,-33.33333333333333,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp100,eau_eu,,,S2,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp100,eau_eu,,,S3,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp100,eau_eu,,,total_units,count,,270.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp100,elec,,,S0,count,,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp100,elec,,,S1,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp100,elec,,,S2,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp100,elec,,,S3,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp100,elec,,,total_units,count,,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp1000,eau_aep,,,S0,count,,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp1000,eau_aep,,,S1,count,,59.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp1000,eau_aep,,,S2,count,,136.0,136.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp1000,eau_aep,,,S3,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp1000,eau_aep,,,total_units,count,,199.0,199.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp1000,eau_eu,,,S0,count,,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp1000,eau_eu,,,S1,count,,130.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp1000,eau_eu,,,S2,count,,135.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp1000,eau_eu,,,S3,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp1000,eau_eu,,,total_units,count,,270.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp1000,elec,,,S0,count,,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp1000,elec,,,S1,count,,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp1000,elec,,,S2,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp1000,elec,,,S3,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp1000,elec,,,total_units,count,,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp50,eau_aep,,,S0,count,,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp50,eau_aep,,,S1,count,,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp50,eau_aep,,,S2,count,,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp50,eau_aep,,,S3,count,,57.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp50,eau_aep,,,total_units,count,,199.0,199.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp50,eau_eu,,,S0,count,,269.0,269.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp50,eau_eu,,,S1,count,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp50,eau_eu,,,S2,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp50,eau_eu,,,S3,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp50,eau_eu,,,total_units,count,,270.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp50,elec,,,S0,count,,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp50,elec,,,S1,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp50,elec,,,S2,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp50,elec,,,S3,count,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_units,scientific_graph_inputs.network_state_service_distribution_by_scenario,storm_cmcc,rp50,elec,,,total_units,count,,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,portfolio_results.social_impact_worst_case_summary,storm,worst_case,,,,total_population_affected_any_network,people,,402424.0,402424.0,402424.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,portfolio_results.social_impact_worst_case_summary,storm,worst_case,,,,total_with_degraded_elec,people,,367597.0,367597.0,367597.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,portfolio_results.social_impact_worst_case_summary,storm,worst_case,,,,total_without_elec,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,portfolio_results.social_impact_worst_case_summary,storm_cmcc,worst_case,,,,total_population_affected_any_network,people,,402424.0,402424.0,402424.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,portfolio_results.social_impact_worst_case_summary,storm_cmcc,worst_case,,,,total_with_degraded_elec,people,,367597.0,367597.0,367597.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,portfolio_results.social_impact_worst_case_summary,storm_cmcc,worst_case,,,,total_without_elec,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp10,,,,total_population_affected_any_network,people,,394927.0,394927.0,394927.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp10,,,,total_with_degraded_eau_aep,people,,386107.0,386107.0,386107.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp10,,,,total_with_degraded_eau_eu,people,,394927.0,394927.0,394927.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp10,,,,total_with_degraded_elec,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp10,,,,total_without_eau,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp10,,,,total_without_eau_aep,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp10,,,,total_without_eau_eu,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp10,,,,total_without_elec,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp100,,,,total_population_affected_any_network,people,,394927.0,394927.0,394927.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp100,,,,total_with_degraded_eau_aep,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp100,,,,total_with_degraded_eau_eu,people,,394927.0,394927.0,394927.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp100,,,,total_with_degraded_elec,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp100,,,,total_without_eau,people,,386107.0,386107.0,386107.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp100,,,,total_without_eau_aep,people,,386107.0,386107.0,386107.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp100,,,,total_without_eau_eu,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp100,,,,total_without_elec,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp1000,,,,total_population_affected_any_network,people,,401747.0,401747.0,401747.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp1000,,,,total_with_degraded_eau_aep,people,,343209.0,343209.0,343209.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp1000,,,,total_with_degraded_eau_eu,people,,394927.0,394927.0,394927.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp1000,,,,total_with_degraded_elec,people,,352071.0,352071.0,352071.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp1000,,,,total_without_eau,people,,51718.0,51718.0,51718.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp1000,,,,total_without_eau_aep,people,,51718.0,51718.0,51718.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp1000,,,,total_without_eau_eu,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp1000,,,,total_without_elec,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp50,,,,total_population_affected_any_network,people,,394927.0,394927.0,394927.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp50,,,,total_with_degraded_eau_aep,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp50,,,,total_with_degraded_eau_eu,people,,394927.0,394927.0,394927.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp50,,,,total_with_degraded_elec,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp50,,,,total_without_eau,people,,386107.0,386107.0,386107.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp50,,,,total_without_eau_aep,people,,386107.0,386107.0,386107.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp50,,,,total_without_eau_eu,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm,rp50,,,,total_without_elec,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm_cmcc,rp10,,,,total_population_affected_any_network,people,,394927.0,394927.0,394927.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm_cmcc,rp10,,,,total_with_degraded_eau_aep,people,,386107.0,386107.0,386107.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm_cmcc,rp10,,,,total_with_degraded_eau_eu,people,,394927.0,394927.0,394927.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm_cmcc,rp10,,,,total_with_degraded_elec,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm_cmcc,rp10,,,,total_without_eau,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm_cmcc,rp10,,,,total_without_eau_aep,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm_cmcc,rp10,,,,total_without_eau_eu,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm_cmcc,rp10,,,,total_without_elec,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm_cmcc,rp100,,,,total_population_affected_any_network,people,,386107.0,386107.0,386107.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm_cmcc,rp100,,,,total_with_degraded_eau_aep,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm_cmcc,rp100,,,,total_with_degraded_eau_eu,people,,191329.0,191329.0,154227.0,0.0,0.0,-37102.0,-19.39172838409232,-37102.0,-19.39172838409232,
population,scientific_graph_inputs.social_impact_by_scenario,storm_cmcc,rp100,,,,total_with_degraded_elec,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm_cmcc,rp100,,,,total_without_eau,people,,386107.0,386107.0,386107.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm_cmcc,rp100,,,,total_without_eau_aep,people,,386107.0,386107.0,386107.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm_cmcc,rp100,,,,total_without_eau_eu,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm_cmcc,rp100,,,,total_without_elec,people,,0.0,0.0,0.0,0.0,,0.0,,0.0,,
population,scientific_graph_inputs.social_impact_by_scenario,storm_cmcc,rp1000,,,,total_population_affected_any_network,people,,401747.0,401747.0,401747.0,0.0,0.0,0.0,0.0,0.0,0.0,
population,scientific_graph_inputs.social_impact_by_scenario,storm_cmcc,rp1000,,,,total_with_degraded_eau_aep,people,,394927.0,394927.0,394927.0,0.0,0.0,0.0,0.0,0.0,0.0,
