category,scope,hazard,scenario,service,class_key,component,metric,unit,label,full_value,sample_v1_value,sample_v2_value,delta_abs,delta_pct,v2_delta_abs,v2_delta_pct,v2_vs_v1_delta_abs,v2_vs_v1_delta_pct,missing_in
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp100,,elec_hta_souterrain,,blocking_ouvrage_eur,eur,Elec HTA souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp100,,elec_hta_souterrain,,damage_eur,eur,Elec HTA souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp100,,elec_hta_souterrain,,direct_damage_eur,eur,Elec HTA souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp100,,elec_hta_souterrain,,dysfunction_eur,eur,Elec HTA souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp100,,elec_hta_souterrain,,exposure_eur,eur,Elec HTA souterrain,3517855026.32,3517855026.32,3517855026.32,0.0,0.0,0.0,0.0,0.0,0.0,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp100,,elec_hta_souterrain,,indirect_damage_eur,eur,Elec HTA souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp100,,elec_hta_souterrain,,total_damage_eur,eur,Elec HTA souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,eau_aep,,blocking_ouvrage_eur,eur,Eau AEP,414411063.39,410566723.47,413589973.81,-3844339.919999957,-0.9276634384594288,-821089.5799999833,-0.19813408775413419,3023250.339999974,0.7363602959461184,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,eau_aep,,damage_eur,eur,Eau AEP,468363218.07,473385375.68,471745153.38,5022157.610000014,1.0722783976707195,3381935.3100000024,0.7220753422815858,-1640222.300000012,-0.3464877421791696,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,eau_aep,,direct_damage_eur,eur,Eau AEP,53952154.68,62818652.21,58155179.56,8866497.530000001,16.43400079679635,4203024.880000003,7.790281787500248,-4663472.6499999985,-7.423706949983922,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,eau_aep,,dysfunction_eur,eur,Eau AEP,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,eau_aep,,exposure_eur,eur,Eau AEP,2466350827.1,2466350827.1,2466350827.1,0.0,0.0,0.0,0.0,0.0,0.0,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,eau_aep,,indirect_damage_eur,eur,Eau AEP,414411063.39,410566723.47,413589973.81,-3844339.919999957,-0.9276634384594288,-821089.5799999833,-0.19813408775413419,3023250.339999974,0.7363602959461184,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,eau_aep,,total_damage_eur,eur,Eau AEP,468363218.07,473385375.68,471745153.38,5022157.610000014,1.0722783976707195,3381935.3100000024,0.7220753422815858,-1640222.300000012,-0.3464877421791696,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,eau_eu,,blocking_ouvrage_eur,eur,Eau EU,140937989.98,141561329.49,142604613.81,623339.5100000203,0.44227926770381515,1666623.830000013,1.1825227749001654,1043284.3199999928,0.7369839798471879,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,eau_eu,,damage_eur,eur,Eau EU,158102909.04,163548187.97,163109509.08,5445278.930000007,3.444135824611774,5006600.040000021,3.166671676315173,-438678.8899999857,-0.26822607785813773,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,eau_eu,,direct_damage_eur,eur,Eau EU,17164919.06,21986858.48,20504895.27,4821939.420000002,28.091827308622346,3339976.210000001,19.458152982400378,-1481963.210000001,-6.740222625929236,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,eau_eu,,dysfunction_eur,eur,Eau EU,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,eau_eu,,exposure_eur,eur,Eau EU,784628997.21,784628997.21,784628997.21,0.0,0.0,0.0,0.0,0.0,0.0,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,eau_eu,,indirect_damage_eur,eur,Eau EU,140937989.98,141561329.49,142604613.81,623339.5100000203,0.44227926770381515,1666623.830000013,1.1825227749001654,1043284.3199999928,0.7369839798471879,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,eau_eu,,total_damage_eur,eur,Eau EU,158102909.04,163548187.97,163109509.08,5445278.930000007,3.444135824611774,5006600.040000021,3.166671676315173,-438678.8899999857,-0.26822607785813773,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_bt_aerien,,blocking_ouvrage_eur,eur,Elec BT aerien,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_bt_aerien,,damage_eur,eur,Elec BT aerien,62058511.27,58270431.11,60185334.81,-3788080.160000004,-6.104046137231812,-1873176.460000001,-3.018403796137343,1914903.700000003,3.28623568338656,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_bt_aerien,,direct_damage_eur,eur,Elec BT aerien,62058511.27,58270431.11,60185334.81,-3788080.160000004,-6.104046137231812,-1873176.460000001,-3.018403796137343,1914903.700000003,3.28623568338656,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_bt_aerien,,dysfunction_eur,eur,Elec BT aerien,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_bt_aerien,,exposure_eur,eur,Elec BT aerien,520332523.27,520332523.27,520332523.27,0.0,0.0,0.0,0.0,0.0,0.0,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_bt_aerien,,indirect_damage_eur,eur,Elec BT aerien,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_bt_aerien,,total_damage_eur,eur,Elec BT aerien,62058511.27,58270431.11,60185334.81,-3788080.160000004,-6.104046137231812,-1873176.460000001,-3.018403796137343,1914903.700000003,3.28623568338656,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_bt_souterrain,,blocking_ouvrage_eur,eur,Elec BT souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_bt_souterrain,,damage_eur,eur,Elec BT souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_bt_souterrain,,direct_damage_eur,eur,Elec BT souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_bt_souterrain,,dysfunction_eur,eur,Elec BT souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_bt_souterrain,,exposure_eur,eur,Elec BT souterrain,1693329219.48,1693329219.48,1693329219.48,0.0,0.0,0.0,0.0,0.0,0.0,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_bt_souterrain,,indirect_damage_eur,eur,Elec BT souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_bt_souterrain,,total_damage_eur,eur,Elec BT souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_hta_aerien,,blocking_ouvrage_eur,eur,Elec HTA aerien,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_hta_aerien,,damage_eur,eur,Elec HTA aerien,1925954.76,1805445.26,1886578.22,-120509.5,-6.257130359593701,-39376.54000000004,-2.0445205057672298,81132.95999999996,4.493792295868331,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_hta_aerien,,direct_damage_eur,eur,Elec HTA aerien,1925954.76,1805445.26,1886578.22,-120509.5,-6.257130359593701,-39376.54000000004,-2.0445205057672298,81132.95999999996,4.493792295868331,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_hta_aerien,,dysfunction_eur,eur,Elec HTA aerien,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_hta_aerien,,exposure_eur,eur,Elec HTA aerien,131071042.1,131071042.1,131071042.1,0.0,0.0,0.0,0.0,0.0,0.0,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_hta_aerien,,indirect_damage_eur,eur,Elec HTA aerien,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_hta_aerien,,total_damage_eur,eur,Elec HTA aerien,1925954.76,1805445.26,1886578.22,-120509.5,-6.257130359593701,-39376.54000000004,-2.0445205057672298,81132.95999999996,4.493792295868331,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_hta_souterrain,,blocking_ouvrage_eur,eur,Elec HTA souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_hta_souterrain,,damage_eur,eur,Elec HTA souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_hta_souterrain,,direct_damage_eur,eur,Elec HTA souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_hta_souterrain,,dysfunction_eur,eur,Elec HTA souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_hta_souterrain,,exposure_eur,eur,Elec HTA souterrain,3517855026.32,3517855026.32,3517855026.32,0.0,0.0,0.0,0.0,0.0,0.0,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_hta_souterrain,,indirect_damage_eur,eur,Elec HTA souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp1000,,elec_hta_souterrain,,total_damage_eur,eur,Elec HTA souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,eau_aep,,blocking_ouvrage_eur,eur,Eau AEP,201748470.55,188853853.22,190487019.63,-12894617.330000013,-6.391432507442129,-11261450.920000017,-5.581926291336644,1633166.4099999964,0.8647779127373615,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,eau_aep,,damage_eur,eur,Eau AEP,235596063.23,225732499.48,224655479.13,-9863563.75,-4.186642006989193,-10940584.099999994,-4.643789013282144,-1077020.349999994,-0.47712241368922537,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,eau_aep,,direct_damage_eur,eur,Eau AEP,33847592.68,36878646.26,34168459.5,3031053.579999998,8.955004891059797,320866.8200000003,0.9479753051672575,-2710186.759999998,-7.348932335782539,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,eau_aep,,dysfunction_eur,eur,Eau AEP,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,eau_aep,,exposure_eur,eur,Eau AEP,2466350827.1,2466350827.1,2466350827.1,0.0,0.0,0.0,0.0,0.0,0.0,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,eau_aep,,indirect_damage_eur,eur,Eau AEP,201748470.55,188853853.22,190487019.63,-12894617.330000013,-6.391432507442129,-11261450.920000017,-5.581926291336644,1633166.4099999964,0.8647779127373615,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,eau_aep,,total_damage_eur,eur,Eau AEP,235596063.23,225732499.48,224655479.13,-9863563.75,-4.186642006989193,-10940584.099999994,-4.643789013282144,-1077020.349999994,-0.47712241368922537,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,eau_eu,,blocking_ouvrage_eur,eur,Eau EU,71635795.7,103259887.52,104690810.05,31624091.819999993,44.14565582887773,33055014.349999994,46.143152354207736,1430922.5300000012,1.3857486816677498,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,eau_eu,,damage_eur,eur,Eau EU,82404433.06,116167607.57,116738243.98,33763174.50999999,40.97252205523515,34333810.92,41.66500471522084,570636.4100000113,0.49121818201873413,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,eau_eu,,direct_damage_eur,eur,Eau EU,10768637.36,12907720.05,12047433.93,2139082.6900000013,19.864005244949592,1278796.5700000003,11.875193928900215,-860286.120000001,-6.6648960208894605,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,eau_eu,,dysfunction_eur,eur,Eau EU,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,eau_eu,,exposure_eur,eur,Eau EU,784628997.21,784628997.21,784628997.21,0.0,0.0,0.0,0.0,0.0,0.0,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,eau_eu,,indirect_damage_eur,eur,Eau EU,71635795.7,103259887.52,104690810.05,31624091.819999993,44.14565582887773,33055014.349999994,46.143152354207736,1430922.5300000012,1.3857486816677498,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,eau_eu,,total_damage_eur,eur,Eau EU,82404433.06,116167607.57,116738243.98,33763174.50999999,40.97252205523515,34333810.92,41.66500471522084,570636.4100000113,0.49121818201873413,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_bt_aerien,,blocking_ouvrage_eur,eur,Elec BT aerien,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_bt_aerien,,damage_eur,eur,Elec BT aerien,38933221.93,34208543.81,35361255.7,-4724678.119999997,-12.135338114309507,-3571966.2299999967,-9.174597048305468,1152711.8900000006,3.3696607970288244,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_bt_aerien,,direct_damage_eur,eur,Elec BT aerien,38933221.93,34208543.81,35361255.7,-4724678.119999997,-12.135338114309507,-3571966.2299999967,-9.174597048305468,1152711.8900000006,3.3696607970288244,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_bt_aerien,,dysfunction_eur,eur,Elec BT aerien,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_bt_aerien,,exposure_eur,eur,Elec BT aerien,520332523.27,520332523.27,520332523.27,0.0,0.0,0.0,0.0,0.0,0.0,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_bt_aerien,,indirect_damage_eur,eur,Elec BT aerien,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_bt_aerien,,total_damage_eur,eur,Elec BT aerien,38933221.93,34208543.81,35361255.7,-4724678.119999997,-12.135338114309507,-3571966.2299999967,-9.174597048305468,1152711.8900000006,3.3696607970288244,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_bt_souterrain,,blocking_ouvrage_eur,eur,Elec BT souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_bt_souterrain,,damage_eur,eur,Elec BT souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_bt_souterrain,,direct_damage_eur,eur,Elec BT souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_bt_souterrain,,dysfunction_eur,eur,Elec BT souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_bt_souterrain,,exposure_eur,eur,Elec BT souterrain,1693329219.48,1693329219.48,1693329219.48,0.0,0.0,0.0,0.0,0.0,0.0,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_bt_souterrain,,indirect_damage_eur,eur,Elec BT souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_bt_souterrain,,total_damage_eur,eur,Elec BT souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_hta_aerien,,blocking_ouvrage_eur,eur,Elec HTA aerien,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_hta_aerien,,damage_eur,eur,Elec HTA aerien,1208273.01,1059914.13,1108439.04,-148358.88000000012,-12.278589256909754,-99833.96999999997,-8.262534143670061,48524.91000000015,4.578192574902285,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_hta_aerien,,direct_damage_eur,eur,Elec HTA aerien,1208273.01,1059914.13,1108439.04,-148358.88000000012,-12.278589256909754,-99833.96999999997,-8.262534143670061,48524.91000000015,4.578192574902285,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_hta_aerien,,dysfunction_eur,eur,Elec HTA aerien,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_hta_aerien,,exposure_eur,eur,Elec HTA aerien,131071042.1,131071042.1,131071042.1,0.0,0.0,0.0,0.0,0.0,0.0,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_hta_aerien,,indirect_damage_eur,eur,Elec HTA aerien,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_hta_aerien,,total_damage_eur,eur,Elec HTA aerien,1208273.01,1059914.13,1108439.04,-148358.88000000012,-12.278589256909754,-99833.96999999997,-8.262534143670061,48524.91000000015,4.578192574902285,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_hta_souterrain,,blocking_ouvrage_eur,eur,Elec HTA souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_hta_souterrain,,damage_eur,eur,Elec HTA souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_hta_souterrain,,direct_damage_eur,eur,Elec HTA souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_hta_souterrain,,dysfunction_eur,eur,Elec HTA souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_hta_souterrain,,exposure_eur,eur,Elec HTA souterrain,3517855026.32,3517855026.32,3517855026.32,0.0,0.0,0.0,0.0,0.0,0.0,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_hta_souterrain,,indirect_damage_eur,eur,Elec HTA souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_damage,scientific_graph_inputs.state_damage_tables,storm_cmcc,rp50,,elec_hta_souterrain,,total_damage_eur,eur,Elec HTA souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,eau_aep,,state_pct_S0,pct,Eau AEP,12.155,12.012,12.015,-0.1429999999999989,-1.1764705882352853,-0.1399999999999988,-1.151789387083495,0.0030000000000001137,0.02497502497502592,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,eau_aep,,state_pct_S1,pct,Eau AEP,87.845,87.119,87.116,-0.7259999999999991,-0.8264556889976652,-0.7289999999999992,-0.8298707951505484,-0.0030000000000001137,-0.003443565697494362,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,eau_aep,,state_pct_S2,pct,Eau AEP,0.0,0.869,0.869,0.869,,0.869,,0.0,0.0,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,eau_aep,,state_pct_S3,pct,Eau AEP,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,eau_eu,,state_pct_S0,pct,Eau EU,1.953,1.945,1.945,-0.008000000000000007,-0.40962621607782934,-0.008000000000000007,-0.40962621607782934,0.0,0.0,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,eau_eu,,state_pct_S1,pct,Eau EU,98.047,66.114,66.114,-31.932999999999993,-32.56907401552316,-31.932999999999993,-32.56907401552316,0.0,0.0,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,eau_eu,,state_pct_S2,pct,Eau EU,0.0,18.031,18.031,18.031,,18.031,,0.0,0.0,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,eau_eu,,state_pct_S3,pct,Eau EU,0.0,13.909,13.909,13.909,,13.909,,0.0,0.0,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,elec_bt_aerien,,state_pct_S0,pct,Elec BT aerien,100.0,99.81,99.021,-0.18999999999999773,-0.18999999999999773,-0.9789999999999992,-0.9789999999999991,-0.7890000000000015,-0.7905019537120543,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,elec_bt_aerien,,state_pct_S1,pct,Elec BT aerien,0.0,0.19,0.979,0.19,,0.979,,0.7889999999999999,415.26315789473676,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,elec_bt_aerien,,state_pct_S2,pct,Elec BT aerien,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,elec_bt_aerien,,state_pct_S3,pct,Elec BT aerien,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,elec_bt_souterrain,,state_pct_S0,pct,Elec BT souterrain,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,elec_bt_souterrain,,state_pct_S1,pct,Elec BT souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,elec_bt_souterrain,,state_pct_S2,pct,Elec BT souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,elec_bt_souterrain,,state_pct_S3,pct,Elec BT souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,elec_hta_aerien,,state_pct_S0,pct,Elec HTA aerien,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,elec_hta_aerien,,state_pct_S1,pct,Elec HTA aerien,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,elec_hta_aerien,,state_pct_S2,pct,Elec HTA aerien,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,elec_hta_aerien,,state_pct_S3,pct,Elec HTA aerien,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,elec_hta_souterrain,,state_pct_S0,pct,Elec HTA souterrain,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,elec_hta_souterrain,,state_pct_S1,pct,Elec HTA souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,elec_hta_souterrain,,state_pct_S2,pct,Elec HTA souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp10,,elec_hta_souterrain,,state_pct_S3,pct,Elec HTA souterrain,0.0,0.0,0.0,0.0,,0.0,,0.0,,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp100,,eau_aep,,state_pct_S0,pct,Eau AEP,12.155,11.632,11.657,-0.5229999999999997,-4.302756067461948,-0.49799999999999933,-4.097079391197033,0.025000000000000355,0.21492434662998933,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp100,,eau_aep,,state_pct_S1,pct,Eau AEP,0.0,0.342,0.317,0.342,,0.317,,-0.025000000000000022,-7.309941520467842,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp100,,eau_aep,,state_pct_S2,pct,Eau AEP,87.845,79.631,79.672,-8.213999999999999,-9.35056064659343,-8.173000000000002,-9.3038875291707,0.04099999999999682,0.051487486029306195,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp100,,eau_aep,,state_pct_S3,pct,Eau AEP,0.0,8.394,8.353,8.394,,8.353,,-0.04100000000000037,-0.48844412675721194,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp100,,eau_eu,,state_pct_S0,pct,Eau EU,1.953,1.89,1.893,-0.06300000000000017,-3.2258064516129115,-0.06000000000000005,-3.0721966205837203,0.0030000000000001137,0.15873015873016477,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp100,,eau_eu,,state_pct_S1,pct,Eau EU,0.0,0.056,0.052,0.056,,0.052,,-0.0040000000000000036,-7.1428571428571495,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp100,,eau_eu,,state_pct_S2,pct,Eau EU,98.047,55.711,53.151,-42.336,-43.1792915642498,-44.895999999999994,-45.79028425143043,-2.559999999999995,-4.59514279047225,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp100,,eau_eu,,state_pct_S3,pct,Eau EU,0.0,42.344,44.904,42.344,,44.904,,2.5600000000000023,6.045720763272251,
network_state_pct,scientific_graph_inputs.state_damage_tables,storm,rp100,,elec_bt_aerien,,state_pct_S0,pct,Elec BT aerien,0.0,0.0,0.0,0.0,,0.0,,0.0,,
