provider_key,provider_name,track_instance_id,year,track_id,rank,stratum,loss_eur,selection_score,selection_score_kind,sample_weight,frequency_annual,return_period_years_approx,max_wind_mps,category,min_distance_km,closest_lat,closest_lon,quadrant
storm,STORM,storm|6047|6_6047_4,6047,6_6047_4,5,rank_001_010,0.0,80.22734642773034,intensity_distance_weighted_mps,5.0,0.0005,2000.0,81.70454545454547,5,20.353989753705022,16.2,-61.60000000000002,NW
storm,STORM,storm|9852|9_9852_4,9852,9_9852_4,10,rank_001_010,0.0,76.22885858009727,intensity_distance_weighted_mps,5.0,0.0005,1000.0,84.43181818181819,5,49.20586117283322,16.5,-61.10000000000002,NE
storm,STORM,storm|233|0_233_8,233,0_233_8,15,rank_011_020,0.0,75.41435212549183,intensity_distance_weighted_mps,5.0,0.0005,666.6666666666666,80.22727272727273,5,37.89383898774167,15.9,-61.19999999999999,SE
storm,STORM,storm|9701|9_9701_4,9701,9_9701_4,20,rank_011_020,0.0,74.82624605113996,intensity_distance_weighted_mps,5.0,0.0005,500.0,76.36363636363637,5,21.500885690759674,16.0,-61.5,SW
storm,STORM,storm|5407|5_5407_5,5407,5_5407_5,22,rank_021_050,0.0,74.56918841706036,intensity_distance_weighted_mps,6.0,0.0006,384.61538461538464,76.13636363636364,5,21.745546605949606,16.1,-61.60000000000002,SW
storm,STORM,storm|2064|2_2064_1,2064,2_2064_1,24,rank_021_050,0.0,74.37135440340107,intensity_distance_weighted_mps,6.0,0.0006,312.5,77.72727272727273,5,31.86354595969182,15.9,-61.5,SW
storm,STORM,storm|563|0_563_2,563,0_563_2,40,rank_021_050,0.0,72.07700006245321,intensity_distance_weighted_mps,6.0,0.0006,263.15789473684214,76.25,5,36.092510952515966,16.3,-61.10000000000002,NE
storm,STORM,storm|2433|2_2433_4,2433,2_2433_4,44,rank_021_050,0.0,71.30120248626885,intensity_distance_weighted_mps,6.0,0.0006,227.2727272727273,71.93181818181819,5,14.106693156686516,16.3,-61.39999999999998,NE
storm,STORM,storm|5045|5_5045_0,5045,5_5045_0,45,rank_021_050,0.0,70.81122403316931,intensity_distance_weighted_mps,6.0,0.0006,200.00000000000003,74.31818181818183,5,33.381471519362705,16.2,-61.10000000000002,NE
storm,STORM,storm|9253|9_9253_4,9253,9_9253_4,55,rank_051_100,0.0,69.92010263790208,intensity_distance_weighted_mps,5.0,0.0005,181.81818181818184,70.56818181818183,5,14.441232677570758,16.1,-61.30000000000001,SE
storm,STORM,storm|1046|1_1046_2,1046,1_1046_2,59,rank_051_100,0.0,69.47850214001943,intensity_distance_weighted_mps,5.0,0.0005,166.66666666666666,72.61363636363637,5,31.86354595969182,15.9,-61.5,SW
