provider_key,provider_name,track_instance_id,year,track_id,rank,stratum,loss_eur,selection_score,selection_score_kind,sample_weight,frequency_annual,return_period_years_approx,max_wind_mps,category,min_distance_km,closest_lat,closest_lon,quadrant
storm,STORM,storm|8925|8_8925_4,8925,8_8925_4,70,rank_051_100,0.0,68.8231196194475,intensity_distance_weighted_mps,25.0,0.0025,400.0,69.43181818181819,4,14.106693156686516,16.3,-61.39999999999998,NE
storm,STORM,storm|8527|8_8527_5,8527,8_8527_5,77,rank_051_100,0.0,68.4450779343084,intensity_distance_weighted_mps,25.0,0.0025,200.0,69.31818181818183,4,16.9415486769099,16.3,-61.5,NW
storm,STORM,storm|5062|5_5062_6,5062,5_5062_6,109,rank_101_200,0.0,66.48827072139869,intensity_distance_weighted_mps,50.0,0.005,100.0,66.93181818181819,4,12.251486582519494,16.2,-61.30000000000001,NE
storm,STORM,storm|6757|6_6757_11,6757,6_6757_11,142,rank_101_200,0.0,65.27817010472495,intensity_distance_weighted_mps,50.0,0.005,66.66666666666667,66.36363636363637,4,19.342626122509245,16.0,-61.39999999999998,SE
storm,STORM,storm|6840|6_6840_7,6840,6_6840_7,217,rank_201_500,0.0,62.34091631883847,intensity_distance_weighted_mps,50.0,0.005,50.0,72.95454545454547,5,61.89230007550753,16.7,-61.60000000000002,NW
storm,STORM,storm|1516|1_1516_13,1516,1_1516_13,221,rank_201_500,0.0,62.263795102672866,intensity_distance_weighted_mps,50.0,0.005,40.0,62.84090909090909,4,14.441232677570758,16.1,-61.30000000000001,SE
storm,STORM,storm|9313|9_9313_1,9313,9_9313_1,254,rank_201_500,0.0,61.52140499687994,intensity_distance_weighted_mps,50.0,0.005,33.33333333333333,61.93181818181819,4,12.251486582519494,16.2,-61.30000000000001,NE
storm,STORM,storm|9002|9_9002_2,9002,9_9002_2,280,rank_201_500,0.0,60.94468568028191,intensity_distance_weighted_mps,50.0,0.005,28.57142857142857,66.70454545454547,4,46.11362818724813,16.3,-61.0,NE
storm,STORM,storm|940|0_940_4,940,0_940_4,299,rank_201_500,0.0,60.35407836244488,intensity_distance_weighted_mps,50.0,0.005,25.0,62.84090909090909,4,30.448160511479074,15.9,-61.39999999999998,SE
storm,STORM,storm|5741|5_5741_7,5741,5_5741_7,333,rank_201_500,0.0,59.54384247913656,intensity_distance_weighted_mps,50.0,0.005,22.22222222222222,72.38636363636364,5,69.6623266658628,16.8,-61.39999999999998,NE
storm,STORM,storm|3296|3_3296_8,3296,3_3296_8,517,rank_501_1000,0.0,56.11156856446705,intensity_distance_weighted_mps,62.5,0.00625,19.51219512195122,62.727272727272734,4,51.50543893485941,16.6,-61.60000000000002,NW
storm,STORM,storm|5643|5_5643_11,5643,5_5643_11,545,rank_501_1000,0.0,55.707510892933,intensity_distance_weighted_mps,62.5,0.00625,17.39130434782609,68.06818181818183,4,70.65703423409055,16.8,-61.30000000000001,NE
storm,STORM,storm|9165|9_9165_4,9165,9_9165_4,598,rank_501_1000,0.0,54.59212474725031,intensity_distance_weighted_mps,62.5,0.00625,15.686274509803921,61.02272727272728,4,51.48160684479339,15.9,-61.80000000000001,SW
storm,STORM,storm|4360|4_4360_5,4360,4_4360_5,642,rank_501_1000,0.0,53.70864386173861,intensity_distance_weighted_mps,62.5,0.00625,14.285714285714285,56.81818181818182,3,36.092510952515966,16.3,-61.10000000000002,NE
storm,STORM,storm|1038|1_1038_7,1038,1_1038_7,674,rank_501_1000,0.0,53.177633034085275,intensity_distance_weighted_mps,62.5,0.00625,13.114754098360654,57.613636363636374,3,43.32341565106727,15.9,-61.69999999999999,SW
storm,STORM,storm|9263|9_9263_12,9263,9_9263_12,846,rank_501_1000,0.0,50.74529439780998,intensity_distance_weighted_mps,62.5,0.00625,12.12121212121212,72.27272727272728,5,97.69885922102058,17.0,-61.10000000000002,NE
storm,STORM,storm|8926|8_8926_5,8926,8_8926_5,860,rank_501_1000,0.0,50.521118714550305,intensity_distance_weighted_mps,62.5,0.00625,11.267605633802814,59.659090909090914,4,63.79397968727137,15.6,-61.39999999999998,SE
storm,STORM,storm|2658|2_2658_2,2658,2_2658_2,957,rank_501_1000,0.0,49.09019981869642,intensity_distance_weighted_mps,62.5,0.00625,10.526315789473681,49.43181818181819,3,12.513086963196397,16.1,-61.5,SW
storm,STORM,storm|3769|3_3769_0,3769,3_3769_0,1019,rank_1001_2000,0.0,48.38040758453894,intensity_distance_weighted_mps,71.42857143,0.007142857142857143,9.790209790209786,59.88636363636365,4,73.15059333341671,16.7,-61.0,NE
storm,STORM,storm|7757|7_7757_1,7757,7_7757_1,1109,rank_1001_2000,0.0,47.36508360350603,intensity_distance_weighted_mps,71.42857143,0.007142857142857143,9.150326797385619,70.3409090909091,5,104.47146068282125,16.7,-60.60000000000002,NE
storm,STORM,storm|6953|6_6953_7,6953,6_6953_7,1193,rank_1001_2000,0.0,45.99517954441365,intensity_distance_weighted_mps,71.42857143,0.007142857142857143,8.58895705521472,47.95454545454546,2,30.959424117241788,16.2,-61.69999999999999,NW
storm,STORM,storm|5122|5_5122_0,5122,5_5122_0,1207,rank_1001_2000,0.0,45.7995803263886,intensity_distance_weighted_mps,71.42857143,0.007142857142857143,8.092485549132945,51.25000000000001,3,51.745844798255305,15.8,-61.69999999999999,SW
storm,STORM,storm|223|0_223_7,223,0_223_7,1310,rank_1001_2000,0.0,44.59929772565968,intensity_distance_weighted_mps,71.42857143,0.007142857142857143,7.650273224043714,45.34090909090909,2,19.342626122509245,16.0,-61.39999999999998,SE
storm,STORM,storm|6867|6_6867_6,6867,6_6867_6,1402,rank_1001_2000,0.0,43.30818503310784,intensity_distance_weighted_mps,71.42857143,0.007142857142857143,7.253886010362692,68.52272727272728,4,114.45422033794496,15.6,-62.30000000000001,SW
storm,STORM,storm|7894|7_7894_5,7894,7_7894_5,1408,rank_1001_2000,0.0,43.25880180189183,intensity_distance_weighted_mps,71.42857143,0.007142857142857143,6.896551724137929,48.86363636363637,2,53.99274592255906,15.7,-61.30000000000001,SE
storm,STORM,storm|4313|4_4313_4,4313,4_4313_4,1780,rank_1001_2000,0.0,39.24660787710745,intensity_distance_weighted_mps,71.42857143,0.007142857142857143,6.572769953051641,59.77272727272728,4,108.47848751911921,16.4,-62.39999999999998,NW
storm,STORM,storm|2976|2_2976_4,2976,2_2976_4,1792,rank_1001_2000,0.0,39.159560982087925,intensity_distance_weighted_mps,71.42857143,0.007142857142857143,6.278026905829594,39.659090909090914,1,16.9415486769099,16.3,-61.5,NW
storm,STORM,storm|4462|4_4462_14,4462,4_4462_14,1840,rank_1001_2000,0.0,38.72566995236241,intensity_distance_weighted_mps,71.42857143,0.007142857142857143,6.008583690987122,41.70454545454546,1,41.602359791420966,16.2,-61.80000000000001,NW
storm,STORM,storm|3614|3_3614_1,3614,3_3614_1,1873,rank_1001_2000,0.0,38.43402060797088,intensity_distance_weighted_mps,71.42857143,0.007142857142857143,5.761316872427981,69.43181818181819,4,134.70966888502159,16.9,-60.39999999999998,NE
storm,STORM,storm|5445|5_5445_11,5445,5_5445_11,1898,rank_1001_2000,0.0,38.305005700483825,intensity_distance_weighted_mps,71.42857143,0.007142857142857143,5.533596837944662,42.95454545454545,2,52.25988817155962,16.2,-61.89999999999998,NW
storm,STORM,storm|6732|6_6732_11,6732,6_6732_11,1919,rank_1001_2000,0.0,38.202463094011456,intensity_distance_weighted_mps,71.42857143,0.007142857142857143,5.323193916349808,66.70454545454547,4,129.56385816242735,17.3,-61.10000000000002,NE
storm,STORM,storm|616|0_616_8,616,0_616_8,1982,rank_1001_2000,0.0,37.72714081768344,intensity_distance_weighted_mps,71.42857143,0.007142857142857143,5.128205128205127,38.295454545454554,1,18.410194885213727,16.3,-61.30000000000001,NE
storm,STORM,storm|1966|1_1966_5,1966,1_1966_5,2011,rank_2001_5000,0.0,37.47714532086114,intensity_distance_weighted_mps,107.14285714,0.010714285714285714,4.86111111111111,47.5,2,77.57177417474774,15.5,-61.60000000000002,SW
storm,STORM,storm|7981|7_7981_0,7981,7_7981_0,2025,rank_2001_5000,0.0,37.34422296968708,intensity_distance_weighted_mps,107.14285714,0.010714285714285714,4.6204620462046195,46.47727272727273,2,74.1801073048323,15.7,-61.89999999999998,SW
storm,STORM,storm|6026|6_6026_8,6026,6_6026_8,2108,rank_2001_5000,0.0,36.64168429980886,intensity_distance_weighted_mps,107.14285714,0.010714285714285714,4.402515723270439,50.227272727272734,3,91.33616478183365,15.5,-61.89999999999998,SW
storm,STORM,storm|2574|2_2574_11,2574,2_2574_11,2118,rank_2001_5000,0.0,36.60468185975046,intensity_distance_weighted_mps,107.14285714,0.010714285714285714,4.204204204204204,38.75000000000001,1,36.31355717378208,16.5,-61.39999999999998,NE
storm,STORM,storm|2710|2_2710_10,2710,2_2710_10,2150,rank_2001_5000,0.0,36.311346699173654,intensity_distance_weighted_mps,107.14285714,0.010714285714285714,4.022988505747127,66.5909090909091,4,136.9761256706651,15.0,-61.80000000000001,SW
storm,STORM,storm|2616|2_2616_12,2616,2_2616_12,2251,rank_2001_5000,0.0,35.53799040170571,intensity_distance_weighted_mps,107.14285714,0.010714285714285714,3.8567493112947657,39.09090909090909,1,47.428289317141335,16.6,-61.39999999999998,NE
storm,STORM,storm|2529|2_2529_9,2529,2_2529_9,2265,rank_2001_5000,0.0,35.45595059582157,intensity_distance_weighted_mps,107.14285714,0.010714285714285714,3.7037037037037033,40.56818181818183,1,56.9576334636541,16.5,-61.0,NE
storm,STORM,storm|9011|9_9011_0,9011,9_9011_0,2450,rank_2001_5000,0.0,34.21068012542636,intensity_distance_weighted_mps,107.14285714,0.010714285714285714,3.562340966921119,58.06818181818183,4,125.26302247088375,15.2,-62.0,SW
storm,STORM,storm|8540|8_8540_4,8540,8_8540_4,2829,rank_2001_5000,0.0,31.766252711989026,intensity_distance_weighted_mps,107.14285714,0.010714285714285714,3.431372549019607,57.38636363636364,3,134.70966888502159,16.9,-60.39999999999998,NE
storm,STORM,storm|4721|4_4721_9,4721,4_4721_9,2924,rank_2001_5000,0.0,31.14541665743956,intensity_distance_weighted_mps,107.14285714,0.010714285714285714,3.3096926713947985,32.727272727272734,0,33.80474537884485,16.4,-61.19999999999999,NE
