target_rp,provider_key,provider_name,track_instance_id,year,track_id,rank,stratum,loss_eur,selection_score,selection_score_kind,sample_weight,frequency_annual,return_period_years_approx,max_wind_mps,category,min_distance_km,closest_lat,closest_lon,quadrant
10,storm,STORM,storm|5512|5_5512_8,5512,5_5512_8,992,rank_501_1000,0.0,48.66232341773051,intensity_distance_weighted_mps,3.90625,0.000390625,9.999999999999943,74.31818181818183,5,108.91510478672372,15.2,-61.30000000000001,SE
50,storm,STORM,storm|7724|7_7724_0,7724,7_7724_0,195,rank_101_200,0.0,63.13367840036576,intensity_distance_weighted_mps,3.125,0.0003125,49.99999999999998,63.409090909090914,4,9.90723678480257,16.2,-61.5,NW
100,storm,STORM,storm|205|0_205_9,205,0_205_9,100,rank_051_100,0.0,66.87420729319312,intensity_distance_weighted_mps,2.77777778,0.0002777777777777778,100.0,67.72727272727273,4,16.9415486769099,16.3,-61.5,NW
1000,storm,STORM,storm|9852|9_9852_4,9852,9_9852_4,10,rank_001_010,0.0,76.22885858009727,intensity_distance_weighted_mps,2.5,0.00025,1000.0,84.43181818181819,5,49.20586117283322,16.5,-61.10000000000002,NE
10,storm_cmcc,STORM_CMCC,storm_cmcc|9838|9_9838_7,9838,9_9838_7,997,rank_501_1000,0.0,47.64769543213356,intensity_distance_weighted_mps,4.09836066,0.00040983606557377044,10.00000000000005,62.045454545454554,4,82.45514516753867,15.6,-61.89999999999998,SW
50,storm_cmcc,STORM_CMCC,storm_cmcc|6325|6_6325_10,6325,6_6325_10,200,rank_101_200,0.0,65.2653505619205,intensity_distance_weighted_mps,3.125,0.0003125,49.99999999999997,67.95454545454545,4,30.448160511479074,15.9,-61.39999999999998,SE
100,storm_cmcc,STORM_CMCC,storm_cmcc|3363|3_3363_11,3363,3_3363_11,100,rank_051_100,0.0,70.25788091151514,intensity_distance_weighted_mps,3.125,0.0003125,99.99999999999996,70.90909090909092,5,14.441232677570758,16.1,-61.30000000000001,SE
1000,storm_cmcc,STORM_CMCC,storm_cmcc|4425|4_4425_11,4425,4_4425_11,8,rank_001_010,0.0,79.4462735139694,intensity_distance_weighted_mps,2.5,0.00025,1000.0,80.90909090909092,5,20.353989753705022,16.2,-61.60000000000002,NW
